year,gp,Driver,Team,grid_position,quali_position,driver_last_lap,race_total_laps,lap_completion_pct,dnf,dnf_rate_driver,dnf_rate_team,dnf_rate_gp,regulation_era
2022,Emilia Romagna Grand Prix,ALB,Williams,20.0,20.0,62,63,0.9841269841269841,0,0.1111111111111111,0.1111111111111111,,0
2022,Emilia Romagna Grand Prix,ALO,Alpine,5.0,5.0,6,63,0.09523809523809523,1,0.1111111111111111,0.1111111111111111,0.0,0
2022,Emilia Romagna Grand Prix,BOT,Alfa Romeo,8.0,8.0,63,63,1.0,0,0.3333333333333333,0.2777777777777778,0.5,0
2022,Emilia Romagna Grand Prix,GAS,AlphaTauri,17.0,17.0,62,63,0.9841269841269841,0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0
2022,Emilia Romagna Grand Prix,HAM,Mercedes,13.0,13.0,62,63,0.9841269841269841,0,0.1111111111111111,0.1111111111111111,0.25,0
2022,Emilia Romagna Grand Prix,LAT,Williams,18.0,18.0,62,63,0.9841269841269841,0,0.1111111111111111,0.10526315789473684,0.2,0
2022,Emilia Romagna Grand Prix,LEC,Ferrari,2.0,2.0,63,63,1.0,0,0.1111111111111111,0.2222222222222222,0.16666666666666666,0
2022,Emilia Romagna Grand Prix,MAG,Haas F1 Team,4.0,4.0,63,63,1.0,0,0.1111111111111111,0.1111111111111111,0.14285714285714285,0
2022,Emilia Romagna Grand Prix,MSC,Haas F1 Team,12.0,12.0,62,63,0.9841269841269841,0,0.1111111111111111,0.10526315789473684,0.125,0
2022,Emilia Romagna Grand Prix,NOR,McLaren,3.0,3.0,63,63,1.0,0,0.0,0.0,0.1111111111111111,0
2022,Emilia Romagna Grand Prix,OCO,Alpine,19.0,19.0,62,63,0.9841269841269841,0,0.1111111111111111,0.15789473684210525,0.1,0
2022,Emilia Romagna Grand Prix,PER,Red Bull Racing,7.0,7.0,63,63,1.0,0,0.2222222222222222,0.16666666666666666,0.09090909090909091,0
2022,Emilia Romagna Grand Prix,RIC,McLaren,6.0,6.0,62,63,0.9841269841269841,0,0.0,0.0,0.08333333333333333,0
2022,Emilia Romagna Grand Prix,RUS,Mercedes,11.0,11.0,63,63,1.0,0,0.1111111111111111,0.10526315789473684,0.07692307692307693,0
2022,Emilia Romagna Grand Prix,SAI,Ferrari,10.0,10.0,1,63,0.015873015873015872,1,0.3333333333333333,0.21052631578947367,0.07142857142857142,0
2022,Emilia Romagna Grand Prix,STR,Aston Martin,15.0,15.0,62,63,0.9841269841269841,0,0.0,0.05555555555555555,0.13333333333333333,0
2022,Emilia Romagna Grand Prix,TSU,AlphaTauri,16.0,16.0,63,63,1.0,0,0.2222222222222222,0.21052631578947367,0.125,0
2022,Emilia Romagna Grand Prix,VER,Red Bull Racing,1.0,1.0,63,63,1.0,0,0.1111111111111111,0.15789473684210525,0.11764705882352941,0
2022,Emilia Romagna Grand Prix,VET,Aston Martin,9.0,9.0,63,63,1.0,0,0.125,0.05263157894736842,0.1111111111111111,0
2022,Emilia Romagna Grand Prix,ZHO,Alfa Romeo,14.0,14.0,62,63,0.9841269841269841,0,0.2222222222222222,0.2631578947368421,0.10526315789473684,0
2022,French Grand Prix,ALB,Williams,15.0,15.0,53,53,1.0,0,0.1,0.1,,0
2022,French Grand Prix,ALO,Alpine,7.0,7.0,53,53,1.0,0,0.2,0.15,0.0,0
2022,French Grand Prix,BOT,Alfa Romeo,13.0,13.0,53,53,1.0,0,0.3,0.25,0.0,0
2022,French Grand Prix,GAS,AlphaTauri,16.0,16.0,53,53,1.0,0,0.2,0.2,0.0,0
2022,French Grand Prix,HAM,Mercedes,4.0,4.0,53,53,1.0,0,0.1,0.1,0.0,0
2022,French Grand Prix,LAT,Williams,20.0,20.0,41,53,0.7735849056603774,1,0.1,0.09523809523809523,0.0,0
2022,French Grand Prix,LEC,Ferrari,1.0,1.0,18,53,0.33962264150943394,1,0.1,0.25,0.16666666666666666,0
