year,gp,session_code,Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,Position,TrackStatus,LapTime,PitOutTime,PitInTime,Deleted,speed_mean,speed_max,speed_std,throttle_mean,throttle_std,brake_ratio,rpm_mean,gear_mean,drs_ratio,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,WindSpeed,WindDirection,is_sc,is_vsc,is_yellow,quali_position,grid_position,gap_to_pole_ms,CompoundEncoded,lap_time_prev,lap_time_mean_3_prev,lap_time_delta_prev,lap_time_std_5_prev,speed_mean_prev,speed_mean_delta_prev,speed_max_prev,speed_max_delta_prev,speed_std_prev,speed_std_delta_prev,throttle_mean_prev,throttle_mean_delta_prev,throttle_std_prev,throttle_std_delta_prev,brake_ratio_prev,brake_ratio_delta_prev,rpm_mean_prev,rpm_mean_delta_prev,gear_mean_prev,gear_mean_delta_prev,drs_ratio_prev,drs_ratio_delta_prev,degradation_score_prev,aggression_score_prev,efficiency_score_prev,drs_usage_intensity_prev,consistency_score_prev,tyre_ratio,stint_progress,LapNumber_pct,tyre_x_progress,compound_x_tyre,regulation_era,is_neutralized,laps_since_neutralization,temp_delta,session_baseline,LapTimeResidual,avg_residual_last_3_races
2023,Qatar Grand Prix,Q,ALB,23,Williams,9,2.0,SOFT,4.0,,1,86.118,,,False,226.0032154340836,322.0,54.937119385728856,70.0032154340836,40.13417001173512,0.1704180064308681,10802.922829581994,5.80064308681672,0.1061093247588424,31.5,34.6,55.0,1006.4,0.0,2.5,332.0,0,0,0,,,,0.0,112.249,95.34566666666666,25.945999999999998,15.742042209213727,171.18092909535451,-54.74894895342598,297.0,-24.0,52.88515607851027,-1.7862668665277965,40.31051344743276,-29.13765728427456,38.33781617411758,-1.7019621701059862,0.2127139364303178,0.029787107162025206,9728.075794621029,-1047.979083427752,4.4645476772616135,-1.3555742739578989,0.0733496332518337,-0.03640646430914189,80.9076628898563,31.735905452502077,0.017594778035339834,21.78484107579461,15.742042209213727,1.0,1.0,0.36,1.44,0.0,1,0,104,3.1000000000000014,86.324,-0.20600000000000307,11.027981481481488
2023,Qatar Grand Prix,Q,OCO,31,Alpine,9,2.0,SOFT,4.0,,1,85.711,,,False,228.3774193548387,320.0,53.596504074259805,74.19677419354839,38.73179692604472,0.2290322580645161,10478.83870967742,5.554838709677419,0.1193548387096774,31.5,34.5,55.0,1006.5,0.0,3.0,328.0,0,0,0,,,,0.0,120.98,97.74766666666666,35.11200000000001,17.534214938228633,160.7718120805369,-64.59485458612977,297.0,-19.0,50.22422201689415,-2.316763094870659,42.32662192393736,-30.964287166971737,32.92123747868598,-6.358836772944379,0.2416107382550335,0.017368314012609326,9302.026845637583,-1151.9004270896894,3.995525727069351,-1.5317470002033762,0.0559284116331096,-0.059223103518405505,99.94846532438481,32.10005555305317,0.017281667004532694,16.61073825503355,17.534214938228633,1.0,1.0,0.36,1.44,0.0,1,0,105,3.0,86.324,-0.6129999999999995,8.3556130952381
2023,Qatar Grand Prix,Q,LAW,40,AlphaTauri,9,2.0,SOFT,4.0,,1,86.635,,,False,224.18530351437693,317.0,54.68432873284696,72.76996805111821,40.26918390176737,0.182108626198083,10591.862619808307,5.552715654952077,0.1150159744408945,31.5,34.5,55.0,1006.5,0.0,3.0,328.0,0,0,0,,,,0.0,120.067,98.22433333333333,33.30699999999999,17.53613080186162,160.75333333333333,-62.94127744510979,294.0,-22.0,60.28908864259038,6.4688771411082655,45.486666666666665,-25.61213572854291,37.9848293477681,-3.0869140614121733,0.1511111111111111,-0.0884098469727212,9577.857777777775,-987.336833000667,3.835555555555556,-1.7183366600133065,0.0755555555555555,-0.029234863606121098,96.39938855622088,38.61312592592593,0.016782098352714755,22.213333333333317,17.53613080186162,1.0,1.0,0.36,1.44,0.0,1,0,105,3.0,86.324,0.31100000000000705,1.8051416666666593
2023,Qatar Grand Prix,Q,VER,1,Red Bull Racing,10,3.0,SOFT,5.0,,1,84.758,,,False,227.9435736677116,320.0,54.56387936944024,73.99686520376176,39.372954548656594,0.1536050156739812,10513.943573667711,5.70846394984326,0.115987460815047,31.4,34.3,57.0,1006.5,0.0,3.4,326.0,0,0,0,,,,0.0,85.007,96.57266666666665,-1.4809999999999945,16.068652474097924,228.08978328173376,4.255955388558675,322.0,0.0,54.263115490615895,-2.291922345538566,73.26006191950465,2.5033853616411506,39.57295938240996,-1.8291069148627415,0.1455108359133126,-0.02066127091161321,10509.996904024769,-19.85176066365966,5.705882352941177,0.13911677430616187,0.1114551083591331,-0.0013045355577808032,-5.591444552645357,62.59992907053649,0.021700109453404542,35.888544891640855,16.068652474097924,0.7142857142857143,1.0,0.4,2.0,0.0,1,0,104,2.8999999999999986,86.324,-1.5660000000000025,4.868427777777783
2023,Qatar Grand Prix,Q,HAM,44,Mercedes,11,3.0,SOFT,2.0,,1,85.183,,,False,226.3397435897436,316.0,53.23321217426799,74.4326923076923,37.17182604135923,0.1634615384615384,10650.25641025641,5.948717948717949,0.1121794871794871,31.4,34.4,56.0,1006.5,0.0,3.7,331.0,0,0,0,,,,0.0,86.16,97.62299999999999,-34.473,19.31738593857875,226.20645161290324,65.73508597413672,318.0,24.0,54.812383356730834,-8.03055003757462,75.68387096774194,35.0274833025437,36.5231238253778,-0.09055642701171962,0.1612903225806451,-0.052366065084553104,10651.329032258063,1822.6814551655516,5.896774193548387,1.365937189143101,0.1161290322580645,0.0654682393065227,-100.04679565155608,63.476795005202916,0.02123539846806181,36.92903225806451,19.31738593857875,0.3333333333333333,1.0,0.44,0.88,0.0,1,0,105,3.0,86.324,-1.1409999999999911,2.488797435897441
2023,Qatar Grand Prix,Q,RUS,63,Mercedes,11,4.0,SOFT,2.0,,1,84.964,,,False,229.63548387096773,315.0,52.06530035036937,74.47741935483872,38.0739079398297,0.1451612903225806,10932.0,5.838709677419355,0.1161290322580645,31.4,34.4,56.0,1006.5,0.0,3.7,331.0,0,0,0,,,,0.0,85.334,95.33533333333332,-29.429999999999993,16.82816642814461,228.0,59.22654462242562,318.0,25.0,53.53051783673759,0.3223716868978457,73.84039087947883,28.291191794810644,39.104150321874194,-0.1436566121152083,0.1596091205211726,0.008579372237419808,10835.517915309449,1367.1517825863375,5.830618892508143,1.2928614554372047,0.1205211726384364,0.047294628016010795,-88.49693550190445,62.0547910322656,0.021039968907160637,38.325732899022775,16.82816642814461,0.4,1.0,0.44,0.88,0.0,1,0,103,3.0,86.324,-1.3599999999999994,7.17624444444445
2023,Qatar Grand Prix,Q,BOT,77,Alfa Romeo,11,4.0,SOFT,2.0,,1,85.854,,,False,227.6377708978328,314.0,52.50284284509663,74.48916408668731,38.69737308216889,0.1609907120743034,10730.653250773994,5.7708978328173375,0.1114551083591331,31.3,34.3,56.0,1006.5,0.0,4.4,338.0,0,0,0,,,,0.0,86.038,86.60199999999999,-0.07399999999999807,0.9135403658295635,225.44805194805195,0.31882117882116745,314.0,2.0,53.00728758302338,1.2107193334650859,76.07467532467533,2.056213786213789,37.87805233150781,-0.7071063818430119,0.1493506493506493,-0.03834165834165831,10733.866883116883,52.577652347650655,5.672077922077922,-0.05407592407592432,0.1071428571428571,0.005604395604395601,-0.24347052947051623,64.71287316579524,0.02100147625515714,33.642857142857125,0.9135403658295635,0.4,1.0,0.44,0.88,0.0,1,0,103,2.9999999999999964,86.324,-0.46999999999999886,10.384407142857148
2023,Qatar Grand Prix,Q,PIA,81,McLaren,11,3.0,SOFT,7.0,,1,85.745,,,False,226.71384615384616,314.0,53.08787228958717,71.51384615384616,38.7116272645582,0.2184615384615384,10743.427692307692,5.649230769230769,0.1076923076923077,31.4,34.4,56.0,1006.4,0.0,3.7,332.0,0,0,0,,,,0.0,85.266,97.38233333333334,-35.84599999999999,17.710142848096957,226.7854785478548,66.10862265265831,321.0,25.0,54.27490291508976,0.8941809613037108,71.14191419141915,37.49344257569862,39.685806497831706,3.948238723930814,0.1254125412541254,-0.0405263233746955,10696.712871287127,1187.2587228155116,5.676567656765677,1.683117875106288,0.1023102310231023,0.0455416720711373,-101.82921011140418,62.21982594299035,0.021199435923967593,32.84158415841584,17.710142848096957,1.0,1.0,0.44,3.08,0.0,1,0,105,3.0,86.324,-0.5789999999999935,12.138933333333336
2023,Qatar Grand Prix,Q,NOR,4,McLaren,12,4.0,SOFT,2.0,,1,84.685,,,False,229.2870662460568,316.0,52.71666794310959,71.66246056782335,39.29476739413733,0.1261829652996845,10763.041009463725,5.725552050473186,0.1167192429022082,31.3,34.3,56.0,1006.5,0.0,3.4,320.0,0,0,0,,,,0.0,111.503,103.34633333333333,26.372,15.803581155337335,174.3436754176611,-54.2642273179012,316.0,0.0,59.28704221814185,6.398225927966884,38.69928400954654,-33.297676476775656,36.738182352265774,-2.22032422377778,0.0954653937947494,-0.032194180673335696,10168.53460620525,-553.2769439467247,4.102625298329356,-1.617739443311982,0.0883054892601432,-0.027196030496695695,80.73169271169596,35.00484162200033,0.01714372212385019,27.90453460620525,15.803581155337335,0.4,0.3333333333333333,0.48,0.96,0.0,1,0,103,2.9999999999999964,86.324,-1.6389999999999958,17.169243589743594
2023,Qatar Grand Prix,Q,GAS,10,Alpine,12,3.0,SOFT,2.0,,1,85.218,,,False,229.053125,314.0,51.64048911073181,74.00625,38.48673538948762,0.13125,10566.71875,5.553125,0.109375,31.3,34.3,56.0,1006.5,0.0,4.4,338.0,0,0,0,,,,0.0,85.566,96.74899999999998,-33.28399999999999,16.546720167453124,226.6472491909385,65.4554683690207,318.0,17.0,53.35687707966233,-2.370349449962454,74.11650485436893,32.1439021146429,38.45370828997885,2.177130524781518,0.1294498381877022,-0.021235093319147108,10538.69579288026,1111.9560668528648,5.501618122977346,1.6180564791417296,0.1067961165048543,0.03830296581992279,-98.610018530833,64.52213529393282,0.021504154735096103,33.96116504854366,16.546720167453124,0.5,0.5,0.48,0.96,0.0,1,0,105,2.9999999999999964,86.324,-1.1059999999999945,6.862862179487185
2023,Qatar Grand Prix,Q,PER,11,Red Bull Racing,12,3.0,SOFT,2.0,,1,85.462,,,False,225.79807692307693,324.0,56.18447677404752,70.67307692307692,41.54657456429132,0.1666666666666666,10447.766025641024,5.663461538461538,0.1025641025641025,31.4,34.4,56.0,1006.5,0.0,3.7,331.0,0,0,0,,,,0.0,86.284,95.53133333333335,-28.034999999999997,15.08905609042527,224.325,54.53698156682026,322.0,25.0,57.37158756354167,13.233433217856344,71.9375,32.46975806451613,40.571418124734535,5.563466260413271,0.140625,-0.006840437788018405,10555.203125,1030.0441388248855,5.559375,1.2068404377880189,0.11875,0.08418778801843319,-82.43135656682026,61.8212890625,0.02125053841269277,38.2375,15.08905609042527,0.2857142857142857,1.0,0.48,0.96,0.0,1,0,106,3.0,86.324,-0.8619999999999948,3.9492714285714303
2023,Qatar Grand Prix,Q,ALO,14,Aston Martin,12,3.0,SOFT,3.0,,1,85.241,,,False,227.2253968253968,321.0,55.86953059126705,72.67619047619047,38.82456751550687,0.1428571428571428,10674.52380952381,5.904761904761905,0.1174603174603174,31.4,34.4,56.0,1006.5,0.0,3.7,331.0,0,0,0,,,,0.0,106.547,104.17200000000001,-14.198999999999998,18.13317690588166,181.81,22.11269058295963,302.0,9.0,59.72811330351054,3.9898780502394686,50.2225,9.74716367713004,41.55719546585728,0.43858848830667796,0.185,-0.0324887892376681,9575.5775,339.624585201791,4.9175,0.6439573991031393,0.0875,0.0650784753363229,-36.126690582959625,40.9313375,0.0189848617629837,26.424999999999997,18.13317690588166,0.75,1.0,0.48,1.44,0.0,1,0,106,3.0,86.324,-1.0829999999999984,8.068717948717953
2023,Qatar Grand Prix,Q,LEC,16,Ferrari,12,3.0,SOFT,7.0,,1,85.348,,,False,227.0185185185185,317.0,54.169207688275335,75.21296296296296,35.74463546559517,0.1574074074074074,10621.56172839506,5.79320987654321,0.1141975308641975,31.3,34.3,56.0,1006.5,0.0,4.4,338.0,0,0,0,,,,0.0,118.226,106.18833333333333,3.3389999999999986,16.75211182806514,163.04827586206898,-5.272265898653359,296.0,-21.0,57.92661785203983,7.627996408079319,45.0367816091954,1.7636439116784715,37.978571798915446,1.8403269837251912,0.2114942528735632,0.05799538154173478,9679.51264367816,-198.3496588049111,4.039080459770115,-0.19568251991385832,0.0183908045977011,-0.038042603980176996,8.822760151526921,35.51176113092879,0.016842938164906725,5.443678160919526,16.75211182806514,0.875,1.0,0.48,3.36,0.0,1,0,105,2.9999999999999964,86.324,-0.9759999999999991,11.307446153846158
2023,Qatar Grand Prix,Q,TSU,22,AlphaTauri,12,3.0,SOFT,2.0,,1,85.565,,,False,226.1360759493671,314.0,53.0416771962486,74.54430379746836,38.56301294570059,0.1360759493670886,10724.303797468354,5.531645569620253,0.1075949367088607,31.4,34.3,57.0,1006.5,0.0,3.4,326.0,0,0,0,,,,0.0,86.662,101.79066666666667,-45.98999999999998,22.27639412696767,222.6935483870968,77.18442059805014,319.0,25.0,54.786312959459366,8.533094901233767,72.03548387096774,34.56083884054178,39.59481715934064,10.486701722676816,0.1354838709677419,0.007694824314597892,10549.925806451613,1219.635745599684,5.541935483870968,2.0632336583131585,0.1064516129032258,0.0719688542825362,-123.03893672708237,62.27583766909469,0.02110654102514166,33.95806451612903,22.27639412696767,0.5,1.0,0.48,0.96,0.0,1,0,106,2.8999999999999986,86.324,-0.7590000000000003,8.15884444444445
2023,Qatar Grand Prix,Q,ALB,23,Williams,12,3.0,SOFT,2.0,,1,85.707,,,False,225.81012658227849,321.0,54.01712272900542,70.04430379746836,39.95638017459315,0.1613924050632911,10791.28164556962,5.80379746835443,0.1012658227848101,31.4,34.4,57.0,1006.5,0.0,4.0,317.0,0,0,0,,,,0.0,86.118,94.88999999999999,-26.131,15.066865012337503,226.0032154340836,54.82228633872907,322.0,25.0,54.937119385728856,2.0519633072185854,70.0032154340836,29.69270198665084,40.13417001173512,1.796353837617545,0.1704180064308681,-0.0422959299994497,10802.922829581994,1074.8470349609652,5.80064308681672,1.3360954095551065,0.1061093247588424,0.03275969150700869,-80.78286833229821,58.07340701605649,0.020918625484372115,34.16720257234725,15.066865012337503,0.5,1.0,0.48,0.96,0.0,1,0,105,3.0,86.324,-0.6170000000000044,11.027981481481488
2023,Qatar Grand Prix,Q,SAI,55,Ferrari,12,3.0,SOFT,7.0,,1,85.798,,,False,227.71779141104287,321.0,54.54313851819327,73.52453987730061,38.33059848941661,0.2361963190184049,10528.478527607362,5.895705521472393,0.1226993865030674,31.4,34.4,56.0,1006.4,0.0,3.7,332.0,0,0,0,,,,0.0,119.186,97.231,33.378,17.48491163260484,163.0943820224719,-62.33681063807859,297.0,-27.0,45.714548021386754,-9.098189567128479,41.54157303370786,-30.85903858708724,30.416718409145545,-8.103713579688211,0.1617977528089887,-0.0614438374050785,9474.083146067416,-1079.4826031680605,4.321348314606742,-1.492107342885613,0.049438202247191,-0.0514792289454695,95.87660839088758,34.820239868703446,0.017212976341021702,14.683146067415727,17.48491163260484,0.875,1.0,0.48,3.36,0.0,1,0,105,3.0,86.324,-0.5259999999999962,12.156036507936513
2023,Qatar Grand Prix,Q,VER,1,Red Bull Racing,13,4.0,SOFT,2.0,,1,84.483,,,False,229.53918495297805,321.0,53.22165765324082,74.36363636363636,39.40563994774418,0.1473354231974921,10566.557993730408,5.736677115987461,0.1034482758620689,31.4,34.2,57.0,1006.5,0.0,3.2,316.0,0,0,0,,,,0.0,84.758,85.41766666666666,-0.24900000000000944,14.535990007563987,227.9435736677116,-0.1462096140221547,320.0,-2.0,54.56387936944024,0.3007638788243412,73.99686520376176,0.7368032842571068,39.372954548656594,-0.20000483375336842,0.1536050156739812,0.00809417976066859,10513.943573667711,3.946669642942652,5.70846394984326,0.002581596902083483,0.115987460815047,0.004532352455913907,0.05081462969612646,62.63057556431246,0.02167805961779429,37.11598746081504,14.535990007563987,0.2857142857142857,1.0,0.52,1.04,0.0,1,0,105,2.8000000000000043,86.324,-1.840999999999994,4.868427777777783
2023,Qatar Grand Prix,Q,NOR,4,McLaren,14,4.0,SOFT,4.0,,1,84.703,,,False,227.6770186335404,323.0,53.88092357263515,71.34472049689441,39.93369645082872,0.1211180124223602,10732.863354037268,5.645962732919255,0.1180124223602484,31.4,34.2,57.0,1006.5,0.0,3.5,324.0,0,0,0,,,,0.0,118.551,104.91300000000001,33.866,16.405364183705277,164.39819004524887,-64.88887620080794,291.0,-25.0,49.87771710276345,-2.8389508403461434,31.081447963800905,-40.58101260402244,32.55120048130222,-6.743566912835114,0.0950226244343891,-0.031160340865295413,10257.676470588236,-505.3645388754885,3.694570135746608,-2.030981914726578,0.0226244343891402,-0.09409480851306799,98.84989882524233,28.128007207059643,0.016025282648944112,6.583710407239798,16.405364183705277,0.8,1.0,0.56,2.24,0.0,1,0,105,2.8000000000000043,86.324,-1.6209999999999951,17.169243589743594
2023,Qatar Grand Prix,Q,OCO,31,Alpine,14,3.0,SOFT,4.0,,1,85.628,,,False,227.03503184713367,313.0,53.33295903704899,74.4267515923567,38.89745736438482,0.197452229299363,10461.292993630574,5.56687898089172,0.10828025477707,31.4,34.4,57.0,1006.5,0.0,4.0,317.0,0,0,0,,,,0.0,111.182,105.95766666666668,25.471000000000004,16.842823358926502,173.4878640776699,-54.889555277168796,289.0,-31.0,47.10626128617131,-6.490242788088494,48.32766990291263,-25.86910429063576,34.04300859883148,-4.688788327213246,0.3203883495145631,0.09135609145004697,9470.490291262136,-1008.348418415284,4.37621359223301,-1.1786251174444091,0.0266990291262135,-0.09265580958346391,80.68094362668336,32.84404750683383,0.01831684969763629,7.716019417475701,16.842823358926502,1.0,1.0,0.56,2.24,0.0,1,0,107,3.0,86.324,-0.695999999999998,8.3556130952381
2023,Qatar Grand Prix,Q,HAM,44,Mercedes,14,4.0,SOFT,2.0,,1,84.381,,,False,229.343949044586,319.0,53.91677569447314,76.85668789808918,35.14527363164918,0.1464968152866242,10730.149681528665,5.980891719745223,0.1114649681528662,31.4,34.2,57.0,1006.5,0.0,3.5,324.0,0,0,0,,,,0.0,85.183,97.32533333333333,-0.9769999999999897,19.48720514850706,226.3397435897436,0.1332919768403542,316.0,-2.0,53.23321217426799,-1.5791711824628436,74.4326923076923,-1.2511786600496322,37.17182604135923,0.6487022159814302,0.1634615384615384,0.002171215880893307,10650.25641025641,-1.0726220016531443,5.948717948717949,0.05194375516956207,0.1121794871794871,-0.003949545078577393,-0.9468304383788054,62.265809911242606,0.021250051155635906,35.44871794871792,19.48720514850706,0.3333333333333333,1.0,0.56,1.12,0.0,1,0,106,2.8000000000000043,86.324,-1.9429999999999978,2.488797435897441
2023,Qatar Grand Prix,Q,RUS,63,Mercedes,14,5.0,SOFT,5.0,,1,84.827,,,False,228.671875,318.0,52.4335838104444,74.978125,38.07206690744562,0.153125,10900.328125,5.8125,0.1125,31.4,34.2,57.0,1006.5,0.0,3.5,324.0,0,0,0,,,,0.0,84.964,95.02066666666667,-0.37000000000000455,14.686136172140944,229.63548387096773,1.6354838709677324,315.0,-3.0,52.06530035036937,-1.4652174863682177,74.47741935483872,0.6370284753598838,38.0739079398297,-1.0302423820444915,0.1451612903225806,-0.014447830198591999,10932.0,96.48208469055135,5.838709677419355,0.008090784911211735,0.1161290322580645,-0.004392140380371903,-1.8603225806451564,63.66618106139439,0.021003885838376268,36.58064516129031,14.686136172140944,1.0,1.0,0.56,2.8000000000000003,0.0,1,0,104,2.8000000000000043,86.324,-1.4969999999999999,7.17624444444445
2023,Qatar Grand Prix,Q,BOT,77,Alfa Romeo,14,5.0,SOFT,2.0,,1,85.297,,,False,228.3622291021672,315.0,52.0574998384057,74.70897832817337,38.17858672550192,0.1578947368421052,10773.5479876161,5.739938080495356,0.1052631578947368,31.4,34.2,57.0,1006.5,0.0,3.2,316.0,0,0,0,,,,0.0,85.854,86.00133333333333,-0.1839999999999975,0.8344139660064888,227.6377708978328,2.189718949780854,314.0,0.0,52.50284284509663,-0.5044447379267467,74.48916408668731,-1.5855112379880154,38.69737308216889,0.8193207506610776,0.1609907120743034,0.011640062723654115,10730.653250773994,-3.2136323428894684,5.7708978328173375,0.0988199107394152,0.1114551083591331,0.004312251216276,-2.212728237706548,62.497100518551896,0.021211808244122592,34.996904024767794,0.8344139660064888,0.4,1.0,0.56,1.12,0.0,1,0,104,2.8000000000000043,86.324,-1.027000000000001,10.384407142857148
2023,Qatar Grand Prix,Q,PIA,81,McLaren,14,4.0,SOFT,2.0,,1,84.724,,,False,228.43037974683543,314.0,52.65381001467685,71.9620253164557,39.16815779547745,0.1360759493670886,10815.914556962023,5.651898734177215,0.1139240506329113,31.3,34.3,56.0,1006.5,0.0,3.4,320.0,0,0,0,,,,0.0,85.745,97.37433333333333,0.4789999999999992,17.88071031307201,226.71384615384616,-0.0716323940086454,314.0,-7.0,53.08787228958717,-1.1870306255025938,71.51384615384616,0.37193196242701276,38.7116272645582,-0.9741792332735031,0.2184615384615384,0.093048997207413,10743.427692307692,46.71482102056507,5.649230769230769,-0.027336887534907817,0.1076923076923077,0.005382076669205399,0.769093932470183,55.89082130177516,0.021100597690853134,33.815384615384616,17.88071031307201,0.2857142857142857,0.3333333333333333,0.56,1.12,0.0,1,0,106,2.9999999999999964,86.324,-1.5999999999999943,12.138933333333336
2023,Qatar Grand Prix,Q,TSU,22,AlphaTauri,15,4.0,SOFT,2.0,,1,85.301,,,False,227.5555555555556,314.0,52.9042010540192,76.13271604938272,38.54093128805661,0.1388888888888889,10767.462962962964,5.546296296296297,0.1111111111111111,31.4,34.2,57.0,1006.5,0.0,3.5,324.0,0,0,0,,,,0.0,85.565,101.62633333333333,-1.0970000000000084,20.75549244657904,226.1360759493671,3.4425275622702998,314.0,-5.0,53.0416771962486,-1.7446357632107663,74.54430379746836,2.508819926500621,38.56301294570059,-1.0318042136400507,0.1360759493670886,0.0005920783993467182,10724.303797468354,174.37799101674136,5.531645569620253,-0.01028991425071446,0.1075949367088607,0.0011433238056348938,-4.403451612903219,64.40061688831918,0.021084351568926674,33.78481012658226,20.75549244657904,0.5,1.0,0.6,1.2,0.0,1,0,107,2.8000000000000043,86.324,-1.0229999999999961,8.15884444444445
2023,Qatar Grand Prix,Q,VER,1,Red Bull Racing,16,5.0,SOFT,2.0,,1,83.778,,,False,231.45425867507888,322.0,53.302414827346674,74.70031545741325,38.84969942573291,0.1545741324921135,10656.485804416405,5.747634069400631,0.1072555205047318,31.3,34.1,57.0,1006.5,0.0,3.5,318.0,0,0,0,,,,0.0,84.483,84.74933333333333,-0.2749999999999915,14.795818993891483,229.53918495297805,1.5956112852664432,321.0,1.0,53.22165765324082,-1.3422217161994183,74.36363636363636,0.3667711598746024,39.40563994774418,0.03268539908758328,0.1473354231974921,-0.006269592476489089,10566.557993730408,52.61442006269681,5.736677115987461,0.028213166144200663,0.1034482758620689,-0.012539184952978108,-1.7232758620689426,63.40723852949558,0.02172111902193114,33.206896551724114,14.795818993891483,0.2857142857142857,1.0,0.64,1.28,0.0,1,0,106,2.8000000000000007,86.324,-2.5459999999999923,4.868427777777783
2023,Qatar Grand Prix,Q,GAS,10,Alpine,16,4.0,SOFT,2.0,,1,84.918,,,False,229.0807453416149,317.0,52.90748701857144,74.17701863354037,39.60242094057877,0.139751552795031,10650.7049689441,5.518633540372671,0.108695652173913,31.4,34.2,57.0,1006.5,0.0,3.5,324.0,0,0,0,,,,0.0,113.973,94.919,28.754999999999995,16.999003656097024,169.05515587529976,-59.997969124700234,302.0,-12.0,58.742383536875934,7.101894426144128,46.16306954436451,-27.843180455635483,39.26539725158118,0.778661862093557,0.1486810551558753,0.017431055155875286,9635.95443645084,-930.7643135491599,4.0215827338129495,-1.5315422661870501,0.079136690647482,-0.030238309352518006,88.9016501798561,39.29949565527435,0.017542384058169366,23.899280575539564,16.999003656097024,0.5,1.0,0.64,1.28,0.0,1,0,107,2.8000000000000043,86.324,-1.4059999999999917,6.862862179487185
2023,Qatar Grand Prix,Q,LEC,16,Ferrari,16,4.0,SOFT,3.0,,1,85.079,,,False,227.4764890282132,318.0,53.84077310005561,75.5141065830721,35.415489208116824,0.1536050156739812,10636.404388714733,5.8119122257053295,0.115987460815047,31.3,34.4,56.0,1006.5,0.0,4.0,316.0,0,0,0,,,,0.0,85.348,106.15366666666667,-32.878,17.047889144993874,227.0185185185185,63.97024265644953,317.0,21.0,54.169207688275335,-3.757410163764497,75.21296296296296,30.17618135376756,35.74463546559517,-2.2339363333202797,0.1574074074074074,-0.054086845466155775,10621.56172839506,942.0490847169003,5.79320987654321,1.754129416773095,0.1141975308641975,0.09580672626649639,-96.69083524904212,63.373885459533604,0.021371353193615966,36.200617283950606,17.047889144993874,0.375,0.3333333333333333,0.64,1.92,0.0,1,0,106,3.099999999999998,86.324,-1.2450000000000045,11.307446153846158
2023,Qatar Grand Prix,Q,PIA,81,McLaren,16,4.0,SOFT,4.0,,1,84.753,,,False,227.90683229813664,319.0,54.268491543049926,72.12422360248448,39.23104463435169,0.1335403726708074,10711.394409937888,5.695652173913044,0.1024844720496894,31.4,34.2,57.0,1006.5,0.0,3.5,324.0,0,0,0,,,,0.0,115.721,95.39666666666666,30.997,18.272051179328496,167.66743648960738,-60.762943257228045,295.0,-19.0,50.8812640800661,-1.772545934610747,33.8175519630485,-38.14447335340719,33.7854952785284,-5.382662516949047,0.1454965357967667,0.00942058642967808,9874.969976905311,-940.9445800567119,4.036951501154735,-1.6149472330224803,0.0669745958429561,-0.0469494547899552,91.90543979302481,28.8972153032978,0.016977313305092376,19.75750577367205,18.272051179328496,0.5714285714285714,1.0,0.64,2.56,0.0,1,0,108,2.8000000000000043,86.324,-1.570999999999998,12.138933333333336
2023,Qatar Grand Prix,Q,ALO,14,Aston Martin,17,5.0,SOFT,2.0,,1,85.257,,,False,227.595015576324,321.0,55.58493928284785,73.22741433021807,38.56740847018269,0.146417445482866,10595.336448598133,6.018691588785047,0.1183800623052959,31.3,34.1,57.0,1006.5,0.0,3.2,331.0,0,0,0,,,,0.0,85.241,104.178,-21.305999999999997,16.275236459111735,227.2253968253968,45.41539682539681,321.0,19.0,55.86953059126705,-3.8585827122434893,72.67619047619047,22.453690476190474,38.82456751550687,-2.7326279503504125,0.1428571428571428,-0.042142857142857204,10674.52380952381,1098.9463095238098,5.904761904761905,0.9872619047619047,0.1174603174603174,0.02996031746031741,-66.57853968253967,62.29387755102041,0.021284707043853466,37.70476190476189,16.275236459111735,0.5,1.0,0.68,1.36,0.0,1,0,107,2.8000000000000007,86.324,-1.066999999999993,8.068717948717953
2023,Qatar Grand Prix,Q,OCO,31,Alpine,17,4.0,SOFT,2.0,,1,84.928,,,False,228.25776397515529,318.0,52.2137830954661,72.83229813664596,39.79256744651699,0.2080745341614907,10534.73602484472,5.543478260869565,0.108695652173913,31.4,34.2,57.0,1006.5,0.0,3.5,324.0,0,0,0,,,,0.0,85.628,94.17366666666668,-25.554000000000002,16.97820088230788,227.03503184713367,53.547167769463755,313.0,24.0,53.33295903704899,6.226697750877676,74.4267515923567,26.099081689444063,38.89745736438482,4.854448765553343,0.197452229299363,-0.12293612021520006,10461.292993630574,990.8027023684372,5.56687898089172,1.1906653886587097,0.10828025477707,0.0815812256508565,-78.9037155401644,59.731023570935946,0.02170031292235385,33.89171974522291,16.97820088230788,0.5,1.0,0.68,1.36,0.0,1,0,108,2.8000000000000043,86.324,-1.3960000000000008,8.3556130952381
