Driver,LapTime,Compound,TyreLife,Position,lap_time_mean_3,lap_time_delta,tyre_ratio
GAS,78.109,2.0,19.0,7.0,78.18399999999998,-0.3440000000000083,0.40425531914893614
GAS,78.587,2.0,20.0,7.0,78.383,0.47800000000000864,0.425531914893617
GAS,77.81,2.0,21.0,7.0,78.16866666666667,-0.777000000000001,0.44680851063829785
GAS,78.213,2.0,22.0,7.0,78.20333333333333,0.4029999999999916,0.46808510638297873
GAS,77.942,2.0,23.0,7.0,77.98833333333333,-0.2710000000000008,0.48936170212765956
GAS,77.577,2.0,24.0,7.0,77.91066666666666,-0.3649999999999949,0.5106382978723404
GAS,77.54,2.0,25.0,7.0,77.68633333333334,-0.03699999999999193,0.5319148936170213
GAS,77.912,2.0,26.0,7.0,77.67633333333335,0.3719999999999999,0.5531914893617021
GAS,78.012,2.0,27.0,7.0,77.82133333333333,0.09999999999999432,0.574468085106383
GAS,77.285,2.0,28.0,7.0,77.73633333333333,-0.7270000000000039,0.5957446808510638
GAS,77.373,2.0,29.0,7.0,77.55666666666667,0.08800000000000807,0.6170212765957447
GAS,77.083,2.0,30.0,7.0,77.247,-0.29000000000000625,0.6382978723404256
GAS,78.015,2.0,31.0,6.0,77.49033333333334,0.9320000000000022,0.6595744680851063
GAS,77.384,2.0,32.0,5.0,77.49400000000001,-0.6310000000000002,0.6808510638297872
GAS,77.45,2.0,33.0,4.0,77.61633333333333,0.0660000000000025,0.7021276595744681
GAS,77.207,2.0,34.0,4.0,77.347,-0.2430000000000092,0.723404255319149
GAS,77.421,2.0,35.0,4.0,77.35933333333332,0.21400000000001285,0.7446808510638298
GAS,77.668,2.0,36.0,4.0,77.432,0.2469999999999999,0.7659574468085106
GAS,77.212,2.0,37.0,4.0,77.43366666666667,-0.45600000000000307,0.7872340425531915
GAS,77.556,2.0,38.0,4.0,77.47866666666665,0.3439999999999941,0.8085106382978723
GAS,77.102,2.0,39.0,4.0,77.29,-0.4539999999999935,0.8297872340425532
GAS,77.221,2.0,40.0,4.0,77.293,0.11899999999999977,0.851063829787234
GAS,77.654,2.0,41.0,4.0,77.32566666666668,0.4329999999999927,0.8723404255319149
GAS,78.559,2.0,42.0,4.0,77.81133333333332,0.9050000000000011,0.8936170212765957
GAS,77.699,2.0,43.0,4.0,77.97066666666666,-0.8599999999999994,0.9148936170212766
GAS,78.042,2.0,44.0,3.0,78.1,0.3430000000000035,0.9361702127659575
GAS,76.839,2.0,45.0,3.0,77.52666666666666,-1.203000000000003,0.9574468085106383
GAS,76.997,2.0,46.0,3.0,77.29266666666666,0.15800000000000125,0.9787234042553191
GAS,93.267,2.0,47.0,7.0,82.36766666666666,16.269999999999996,1.0
GAS,79.884,1.0,1.0,8.0,83.38266666666667,-13.382999999999996,0.02127659574468085
GAS,75.831,1.0,2.0,8.0,82.99400000000001,-4.052999999999997,0.0425531914893617
GAS,75.955,1.0,3.0,8.0,77.22333333333334,0.12399999999999523,0.06382978723404255
GAS,76.711,1.0,4.0,8.0,76.16566666666667,0.7560000000000002,0.0851063829787234
GAS,82.349,1.0,5.0,8.0,78.33833333333332,5.638000000000005,0.10638297872340426
GAS,95.781,1.0,6.0,8.0,84.947,13.432000000000002,0.1276595744680851
GAS,121.097,1.0,7.0,8.0,99.74233333333332,25.31599999999999,0.14893617021276595
GAS,103.22,0.0,1.0,7.0,106.69933333333334,-17.876999999999995,0.02127659574468085
GAS,101.478,0.0,2.0,7.0,108.59833333333331,-1.7420000000000044,0.0425531914893617
GAS,103.496,0.0,3.0,7.0,102.73133333333334,2.0180000000000007,0.06382978723404255
